sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8
GOUPIL-26876,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26877,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26878,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26879,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26880,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26881,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26882,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26883,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26884,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26885,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26886,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26887,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26888,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26889,GOUPIL-27856,GOUPIL-31204,NA,NA,NA,NA,NA
GOUPIL-26890,GOUPIL-27857,GOUPIL-31205,NA,NA,NA,NA,NA
GOUPIL-26891,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26892,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26893,GOUPIL-27858,GOUPIL-31206,NA,NA,NA,NA,NA
GOUPIL-26894,GOUPIL-27859,GOUPIL-31207,NA,NA,NA,NA,NA
GOUPIL-26895,GOUPIL-27860,NA,NA,NA,NA,NA,NA
GOUPIL-26896,GOUPIL-27861,GOUPIL-31208,NA,NA,NA,NA,NA
GOUPIL-26897,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26898,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26899,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26900,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26901,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26902,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26903,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26904,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26905,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26906,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26907,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26908,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26909,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26910,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26911,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26912,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26913,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26914,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26915,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26916,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26917,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26918,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26919,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26920,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26921,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26922,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26923,GOUPIL-27863,NA,NA,NA,NA,NA,NA
GOUPIL-26924,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26925,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26926,GOUPIL-27864,NA,NA,NA,NA,NA,NA
GOUPIL-26927,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26928,GOUPIL-27865,NA,NA,NA,NA,NA,NA
GOUPIL-26929,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26930,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26931,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26932,GOUPIL-27866,NA,NA,NA,NA,NA,NA
GOUPIL-26933,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26934,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26935,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26936,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26937,GOUPIL-27867,NA,NA,NA,NA,NA,NA
GOUPIL-26938,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26939,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26940,GOUPIL-27868,NA,NA,NA,NA,NA,NA
GOUPIL-26941,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26942,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26943,GOUPIL-27869,NA,NA,NA,NA,NA,NA
GOUPIL-26944,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26945,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26946,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26947,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26948,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26949,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26950,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26951,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26952,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26953,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26954,GOUPIL-27870,NA,NA,NA,NA,NA,NA
GOUPIL-26955,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26956,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26957,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26958,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26959,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26960,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26961,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26962,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26963,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26964,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26965,GOUPIL-27879,NA,NA,NA,NA,NA,NA
GOUPIL-26966,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26967,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26968,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26969,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26970,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26971,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26972,GOUPIL-27872,NA,NA,NA,NA,NA,NA
GOUPIL-26973,GOUPIL-27873,NA,NA,NA,NA,NA,NA
GOUPIL-26974,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26975,GOUPIL-27874,NA,NA,NA,NA,NA,NA
GOUPIL-26976,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26977,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26978,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26979,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26980,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26981,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26982,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26983,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26984,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26985,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26986,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26987,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26988,GOUPIL-27875,NA,NA,NA,NA,NA,NA
GOUPIL-26989,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26990,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26991,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26992,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26993,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26994,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26995,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26996,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26997,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26998,NA,NA,NA,NA,NA,NA,NA
GOUPIL-26999,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27000,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27001,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27002,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27003,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27004,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27005,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27006,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27007,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27008,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27009,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27010,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27011,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27012,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27013,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27014,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27015,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27016,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27017,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27018,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27019,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27020,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27021,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27022,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27023,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27024,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27025,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27026,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27027,GOUPIL-27876,NA,NA,NA,NA,NA,NA
GOUPIL-27028,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27029,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27030,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27031,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27032,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27033,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27034,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27035,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27036,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27037,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27038,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27039,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27040,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27041,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27042,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27043,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27044,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27045,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27046,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27047,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27048,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27049,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27050,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27051,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27052,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27053,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27054,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27055,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27056,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27057,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27058,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27059,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27060,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27061,GOUPIL-27877,NA,NA,NA,NA,NA,NA
GOUPIL-27062,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27063,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27064,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27065,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27066,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27067,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27068,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27069,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27070,GOUPIL-27878,NA,NA,NA,NA,NA,NA
GOUPIL-27071,GOUPIL-27880,NA,NA,NA,NA,NA,NA
GOUPIL-27072,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27073,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27074,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27075,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27076,GOUPIL-27881,NA,NA,NA,NA,NA,NA
GOUPIL-27077,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27078,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27079,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27080,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27081,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27082,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27083,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27084,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27085,GOUPIL-27882,NA,NA,NA,NA,NA,NA
GOUPIL-27086,GOUPIL-27883,GOUPIL-31210,NA,NA,NA,NA,NA
GOUPIL-27087,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27088,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27089,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27090,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27091,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27092,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27093,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27094,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27095,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27096,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27097,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27098,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27099,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27100,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27101,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27102,GOUPIL-27884,NA,NA,NA,NA,NA,NA
GOUPIL-27103,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27104,GOUPIL-27885,NA,NA,NA,NA,NA,NA
GOUPIL-27105,GOUPIL-27886,NA,NA,NA,NA,NA,NA
GOUPIL-27106,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27107,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27108,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27109,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27110,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27111,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27112,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27113,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27114,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27115,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27116,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27117,GOUPIL-27887,NA,NA,NA,NA,NA,NA
GOUPIL-27118,GOUPIL-27888,NA,NA,NA,NA,NA,NA
GOUPIL-27119,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27120,GOUPIL-27889,NA,NA,NA,NA,NA,NA
GOUPIL-27121,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27122,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27123,GOUPIL-27890,NA,NA,NA,NA,NA,NA
GOUPIL-27124,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27125,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27126,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27127,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27128,GOUPIL-27891,GOUPIL-31211,NA,NA,NA,NA,NA
GOUPIL-27129,GOUPIL-27892,GOUPIL-31212,NA,NA,NA,NA,NA
GOUPIL-27130,GOUPIL-27893,NA,NA,NA,NA,NA,NA
GOUPIL-27131,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27132,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27133,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27134,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27135,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27136,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27137,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27138,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27139,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27140,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27141,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27142,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27143,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27144,GOUPIL-27894,NA,NA,NA,NA,NA,NA
GOUPIL-27145,GOUPIL-27895,NA,NA,NA,NA,NA,NA
GOUPIL-27146,GOUPIL-27896,NA,NA,NA,NA,NA,NA
GOUPIL-27147,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27148,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27149,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27150,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27151,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27152,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27153,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27154,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27155,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27156,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27157,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27158,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27159,GOUPIL-27897,NA,NA,NA,NA,NA,NA
GOUPIL-27160,GOUPIL-27898,NA,NA,NA,NA,NA,NA
GOUPIL-27161,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27162,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27163,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27164,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27165,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27166,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27167,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27168,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27169,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27170,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27171,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27172,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27173,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27174,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27175,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27176,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27177,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27178,GOUPIL-27899,NA,NA,NA,NA,NA,NA
GOUPIL-27179,GOUPIL-27900,NA,NA,NA,NA,NA,NA
GOUPIL-27180,GOUPIL-27901,NA,NA,NA,NA,NA,NA
GOUPIL-27181,GOUPIL-27902,NA,NA,NA,NA,NA,NA
GOUPIL-27182,GOUPIL-27903,NA,NA,NA,NA,NA,NA
GOUPIL-27183,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27184,GOUPIL-27904,NA,NA,NA,NA,NA,NA
GOUPIL-27185,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27186,GOUPIL-27905,NA,NA,NA,NA,NA,NA
GOUPIL-27187,GOUPIL-27906,NA,NA,NA,NA,NA,NA
GOUPIL-27188,GOUPIL-27907,NA,NA,NA,NA,NA,NA
GOUPIL-27189,GOUPIL-27908,NA,NA,NA,NA,NA,NA
GOUPIL-27190,GOUPIL-27909,GOUPIL-31213,GOUPIL-34335,GOUPIL-38827,NA,NA,NA
GOUPIL-27191,GOUPIL-27910,NA,NA,NA,NA,NA,NA
GOUPIL-27192,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27193,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27194,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27195,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27196,GOUPIL-27911,NA,NA,NA,NA,NA,NA
GOUPIL-27197,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27198,GOUPIL-27912,GOUPIL-31215,NA,NA,NA,NA,NA
GOUPIL-27199,GOUPIL-27913,NA,NA,NA,NA,NA,NA
GOUPIL-27200,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27201,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27202,GOUPIL-27914,NA,NA,NA,NA,NA,NA
GOUPIL-27203,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27204,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27205,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27206,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27207,GOUPIL-27915,NA,NA,NA,NA,NA,NA
GOUPIL-27208,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27209,GOUPIL-27916,NA,NA,NA,NA,NA,NA
GOUPIL-27210,GOUPIL-27917,NA,NA,NA,NA,NA,NA
GOUPIL-27211,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27212,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27213,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27214,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27215,GOUPIL-27918,NA,NA,NA,NA,NA,NA
GOUPIL-27216,GOUPIL-27919,NA,NA,NA,NA,NA,NA
GOUPIL-27217,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27218,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27219,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27220,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27221,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27222,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27223,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27224,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27225,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27226,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27227,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27228,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27229,GOUPIL-27921,NA,NA,NA,NA,NA,NA
GOUPIL-27230,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27231,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27232,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27233,GOUPIL-27922,NA,NA,NA,NA,NA,NA
GOUPIL-27234,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27235,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27236,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27237,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27238,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27239,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27240,GOUPIL-27926,GOUPIL-31232,NA,NA,NA,NA,NA
GOUPIL-27241,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27242,GOUPIL-27924,GOUPIL-31217,NA,NA,NA,NA,NA
GOUPIL-27243,GOUPIL-27925,NA,NA,NA,NA,NA,NA
GOUPIL-27244,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27245,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27246,GOUPIL-27927,NA,NA,NA,NA,NA,NA
GOUPIL-27247,GOUPIL-27928,NA,NA,NA,NA,NA,NA
GOUPIL-27248,GOUPIL-27929,NA,NA,NA,NA,NA,NA
GOUPIL-27249,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27250,GOUPIL-27930,NA,NA,NA,NA,NA,NA
GOUPIL-27251,GOUPIL-27931,NA,NA,NA,NA,NA,NA
GOUPIL-27252,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27253,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27254,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27255,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27256,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27257,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27258,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27259,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27260,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27261,GOUPIL-27932,NA,NA,NA,NA,NA,NA
GOUPIL-27262,GOUPIL-27933,NA,NA,NA,NA,NA,NA
GOUPIL-27263,GOUPIL-27934,NA,NA,NA,NA,NA,NA
GOUPIL-27264,GOUPIL-27935,NA,NA,NA,NA,NA,NA
GOUPIL-27265,GOUPIL-27936,GOUPIL-31218,GOUPIL-34336,GOUPIL-38828,NA,NA,NA
GOUPIL-27266,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27267,GOUPIL-27937,NA,NA,NA,NA,NA,NA
GOUPIL-27268,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27269,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27270,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27271,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27272,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27273,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27274,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27275,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27276,GOUPIL-27938,NA,NA,NA,NA,NA,NA
GOUPIL-27277,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27278,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27279,GOUPIL-27939,NA,NA,NA,NA,NA,NA
GOUPIL-27280,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27281,GOUPIL-27940,GOUPIL-31248,NA,NA,NA,NA,NA
GOUPIL-27282,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27283,GOUPIL-27941,NA,NA,NA,NA,NA,NA
GOUPIL-27284,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27285,GOUPIL-27942,NA,NA,NA,NA,NA,NA
GOUPIL-27286,GOUPIL-27943,NA,NA,NA,NA,NA,NA
GOUPIL-27287,GOUPIL-27944,NA,NA,NA,NA,NA,NA
GOUPIL-27288,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27289,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27290,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27291,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27292,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27293,GOUPIL-27945,NA,NA,NA,NA,NA,NA
GOUPIL-27294,GOUPIL-27946,NA,NA,NA,NA,NA,NA
GOUPIL-27295,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27296,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27297,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27298,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27299,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27300,NA,NA,NA,NA,NA,NA,NA
GOUPIL-27301,GOUPIL-27947,NA,NA,NA,NA,NA,NA
