sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8
GOUPIL-41352,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41353,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41354,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41355,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41356,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41357,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41358,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41359,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41360,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41361,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41362,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41363,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41364,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41365,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41366,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41367,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41368,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41369,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41370,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41371,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41372,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41373,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41374,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41375,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41376,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41377,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41378,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41379,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41380,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41381,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41382,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41383,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41384,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41385,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41386,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41387,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41388,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41389,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41390,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41391,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41392,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41393,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41394,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41395,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41396,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41397,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41398,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41399,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41400,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41401,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41402,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41403,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41404,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41405,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41406,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41407,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41408,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41409,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41410,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41411,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41412,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41413,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41414,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41415,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41416,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41417,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41418,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41419,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41420,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41421,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41422,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41423,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41424,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41425,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41426,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41427,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41428,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41429,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41430,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41431,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41432,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41433,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41434,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41435,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41436,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41437,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41438,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41439,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41440,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41441,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41442,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41443,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41444,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41445,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41446,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41447,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41448,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41449,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41450,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41451,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41452,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41453,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41454,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41455,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41456,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41457,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41458,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41459,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41460,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41461,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41462,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41463,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41464,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41465,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41466,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41467,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41468,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41469,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41470,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41471,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41472,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41473,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41474,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41475,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41476,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41477,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41478,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41479,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41480,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41481,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41482,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41483,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41484,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41485,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41486,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41487,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41488,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41489,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41490,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41491,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41492,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41493,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41494,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41495,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41496,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41497,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41498,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41499,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41500,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41501,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41502,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41503,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41504,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41505,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41506,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41507,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41508,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41509,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41510,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41511,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41512,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41513,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41514,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41515,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41516,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41517,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41518,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41519,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41520,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41521,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41522,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41523,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41524,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41525,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41526,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41527,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41528,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41529,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41530,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41531,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41532,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41533,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41534,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41535,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41536,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41537,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41538,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41539,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41540,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41541,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41542,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41543,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41544,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41545,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41546,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41547,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41548,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41549,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41550,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41551,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41552,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41553,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41554,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41555,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41556,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41557,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41558,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41559,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41560,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41561,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41562,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41563,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41564,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41565,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41566,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41567,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41568,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41569,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41570,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41571,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41572,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41573,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41574,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41575,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41576,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41577,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41578,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41579,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41580,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41581,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41582,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41583,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41584,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41585,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41586,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41587,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41588,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41589,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41590,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41591,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41592,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41593,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41594,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41595,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41596,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41597,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41598,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41599,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41600,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41601,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41602,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41603,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41604,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41605,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41606,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41607,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41608,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41609,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41610,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41611,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41612,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41613,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41614,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41615,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41616,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41617,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41618,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41619,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41620,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41621,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41622,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41623,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41624,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41625,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41626,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41627,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41628,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41629,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41630,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41631,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41632,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41633,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41634,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41635,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41636,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41637,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41638,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41639,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41640,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41641,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41642,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41643,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41644,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41645,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41646,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41647,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41648,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41649,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41650,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41651,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41652,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41653,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41654,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41655,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41656,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41657,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41658,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41659,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41660,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41661,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41662,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41663,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41664,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41665,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41666,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41667,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41668,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41669,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41670,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41671,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41672,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41673,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41674,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41675,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41676,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41677,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41678,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41679,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41680,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41681,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41682,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41683,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41684,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41685,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41686,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41687,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41688,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41689,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41690,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41691,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41692,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41693,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41694,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41695,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41696,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41697,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41698,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41699,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41700,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41701,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41702,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41703,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41704,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41705,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41706,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41707,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41708,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41709,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41710,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41711,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41712,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41713,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41714,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41715,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41716,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41717,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41718,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41719,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41720,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41721,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41722,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41723,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41724,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41725,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41726,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41727,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41728,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41729,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41730,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41731,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41732,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41733,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41734,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41735,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41736,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41737,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41738,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41739,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41740,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41741,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41742,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41743,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41744,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41745,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41746,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41747,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41748,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41749,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41750,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41751,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41752,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41753,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41754,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41755,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41756,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41757,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41758,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41759,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41760,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41761,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41762,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41763,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41764,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41765,GOUPIL-41766,NA,NA,NA,NA,NA,NA
GOUPIL-41767,GOUPIL-41768,NA,NA,NA,NA,NA,NA
GOUPIL-41769,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41770,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41771,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41772,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41775,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41777,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41779,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41780,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41781,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41784,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41785,GOUPIL-41786,NA,NA,NA,NA,NA,NA
GOUPIL-41787,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41788,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41789,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41790,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41791,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41792,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41793,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41794,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41795,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41796,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41797,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41798,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41799,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41800,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41801,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41802,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41803,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41804,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41806,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41807,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41808,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41809,NA,NA,NA,NA,NA,NA,NA
GOUPIL-41810,NA,NA,NA,NA,NA,NA,NA
